order_id,item,unit_price,quantity
356,Chicken Wings,5.25,1
356,Dumplings,20.45,3
356,Steak,4.52,1
357,Chicken Wings,12.29,3
357,Taco,6.52,3
357,Burger,10.32,1
357,Sandwich,14.69,2
357,Salad,3.57,3
358,Dumplings,17.81,3
358,Smoothie,23.64,2
358,Salad,3.23,1
358,Fries,6.65,3
358,Sushi,24.79,2
359,Smoothie,19.96,3
359,Noodle Bowl,11.02,2
359,Salad,4.55,3
359,Pizza,14.14,3
360,Sandwich,14.15,2
360,Pizza,5.38,1
360,Pasta,23.18,2
360,Dumplings,8.76,3
360,Ice Cream,3.5,2
361,Salad,4.12,2
361,Fries,12.79,1
362,Sushi,14.36,2
362,Chicken Wings,3.14,3
362,Smoothie,16.76,3
362,Burger,15.52,1
362,Taco,4.15,2
363,Sushi,15.87,1
363,Salad,5.58,3
363,Taco,20.66,1
363,Coffee,22.33,1
363,Smoothie,16.48,3
364,Burger,17.82,3
364,Smoothie,23.58,1
365,Pasta,12.35,2
365,Noodle Bowl,21.99,3
365,Sushi,5.87,3
365,Burger,16.48,1
366,Smoothie,19.79,3
367,Fries,4.07,1
367,Smoothie,12.99,3
367,Smoothie,20.57,3
367,Pizza,5.28,3
367,Pizza,5.82,2
368,Pizza,22.5,1
369,Smoothie,20.54,1
369,Dumplings,14.54,2
369,Burger,5.31,3
369,Ice Cream,15.13,3
369,Pasta,6.96,3
370,Salad,11.78,2
370,Dumplings,14.68,3
370,Coffee,10.0,2
370,Sushi,12.51,2
371,Dumplings,22.74,2
371,Sushi,17.79,3
371,Sandwich,22.14,1
372,Burger,10.41,2
372,Pasta,11.58,2
372,Salad,22.6,1
373,Noodle Bowl,19.11,2
373,Smoothie,11.94,2
374,Pasta,13.22,1
374,Salad,11.9,2
374,Coffee,12.52,3
374,Fries,11.45,1
375,Sandwich,8.21,2
375,Pasta,5.82,3
376,Sushi,23.81,2
376,Noodle Bowl,13.48,2
377,Taco,10.2,3
377,Burger,23.77,1
377,Pasta,10.71,3
377,Noodle Bowl,19.96,2
377,Smoothie,3.1,2
378,Pizza,14.77,1
378,Pizza,13.31,1
378,Sushi,18.68,2
378,Sandwich,14.12,1
379,Coffee,15.11,3
380,Coffee,3.33,1
380,Salad,9.75,3
380,Fries,7.27,3
381,Taco,8.23,3
381,Steak,7.85,2
381,Pasta,3.3,2
382,Steak,3.73,3
382,Taco,24.4,1
383,Fries,19.74,3
384,Chicken Wings,6.29,1
384,Noodle Bowl,18.54,2
385,Fries,5.7,2
385,Pizza,20.41,2
385,Sandwich,19.29,2
385,Fries,19.06,2
386,Chicken Wings,14.89,2
386,Pasta,16.03,1
386,Sushi,7.39,1
387,Smoothie,21.87,2
388,Sandwich,6.6,2
388,Sandwich,3.02,2
388,Pasta,22.51,3
388,Pizza,4.24,3
389,Taco,13.06,3
389,Sushi,13.28,3
389,Fries,7.38,2
389,Dumplings,4.6,2
389,Ice Cream,12.97,2
390,Taco,5.78,1
391,Noodle Bowl,19.72,1
392,Fries,11.67,3
392,Dumplings,13.5,3
392,Taco,9.3,2
392,Coffee,22.66,3
392,Pasta,15.81,2
393,Taco,24.67,1
394,Ice Cream,15.91,1
395,Ice Cream,7.99,1
395,Pasta,21.09,2
395,Smoothie,10.9,1
395,Chicken Wings,7.81,3
396,Smoothie,11.46,3
396,Ice Cream,13.87,3
396,Steak,21.82,2
396,Steak,18.62,2
397,Sushi,16.6,3
397,Sandwich,18.09,2
397,Sushi,18.75,2
398,Fries,22.83,1
398,Smoothie,19.63,3
399,Ice Cream,10.09,3
400,Dumplings,19.56,2
400,Noodle Bowl,18.87,2
